DateTime,Water_ENTSOE,Water_Kalman,Water_Kalman_B,Nuclear_ENTSOE,Nuclear_Kalman,Nuclear_Kalman_B,Solar_ENTSOE,Solar_Kalman,Solar_Kalman_B,Wind_ENTSOE,Wind_Kalman,Wind_Kalman_B,Thermische
2024-01-01 00:00:00,0.5647800000000001,0.5647800000000001,1.7490834470879713,3.0215,3.0215,2.9695302343318866,0.0,0.0,0.0,0.038090000000000006,0.038090000000000006,0.04524561165814563,0.420833333
2024-01-01 01:00:00,0.55143,0.5576518844984802,1.7270081809088582,3.0213,3.021393211752786,2.9694252828413115,0.0,0.0,0.0,0.03519,0.0365415704154002,0.04340629310564402,0.420833333
2024-01-01 02:00:00,0.55079,0.5546364745137016,1.717669670886265,3.0197,3.020649140991055,2.9686940100882278,0.0,0.0,0.0,0.04412,0.0398718614226892,0.047362214702504415,0.420833333
2024-01-01 03:00:00,0.58408,0.5666520558882235,1.7548810708815108,3.0201,3.020425042546486,2.9684737661343585,0.0,0.0,0.0,0.041159999999999995,0.0403975367160416,0.047986643691249616,0.420833333
2024-01-01 04:00:00,0.54216,0.5569312545182106,1.7247764411695525,3.0188,3.0197800695036223,2.967839886620504,0.0,0.0,0.0,0.04275,0.04133122020990474,0.04909572956089919,0.420833333
2024-01-01 05:00:00,0.52393,0.5439684557315447,1.6846315762917432,3.0176,3.018923744411471,2.9669982903102077,0.0,0.0,0.0,0.04535,0.04290978546590667,0.050970845091224855,0.420833333
2024-01-01 06:00:00,0.55451,0.5480931735185798,1.6974055335940774,3.0175,3.0183666586801365,2.966450786447122,0.0,0.0,0.0,0.04437,0.04348114130412908,0.051649536201091625,0.420833333
2024-01-01 07:00:00,0.5365599999999999,0.5435869293618939,1.6834500162900012,3.0175,3.018028037605294,2.9661179896509196,0.033550131329349635,0.01310871487499657,0.016214052901970297,0.04205,0.04292196545120932,0.05098531321632345,0.420833333
2024-01-01 08:00:00,0.59193,0.5624654576058196,1.7419154740909735,3.0151999999999997,3.016923656209952,2.9650326036030283,0.22643406719541653,0.09641473238212589,0.11925452542681128,0.03903,0.04140210792612438,0.049179934288633674,0.420833333
2024-01-01 09:00:00,0.54619,0.5561109648613579,1.7222360625077402,3.0176999999999996,3.0172267672560773,2.9653305011426045,0.5460283019094478,0.2719591769420907,0.3363838884409722,0.034,0.03851207298827659,0.045746975546802904,0.420833333
2024-01-01 10:00:00,0.53786,0.5489856925683196,1.7001696015428551,3.0158,3.016669749844912,2.9647830644245823,0.9038543541403525,0.518654364423827,0.6415189728968692,0.02981,0.035114738106182555,0.04171141517011877,0.420833333
2024-01-01 11:00:00,0.51376,0.5352337747341201,1.657580891160915,3.0148,3.0159398097255554,2.9640656792669846,0.8786596543234862,0.6591984618031863,0.8153567176108943,0.02422,0.030861491900426214,0.03665915142341011,0.420833333
2024-01-01 12:00:00,0.6219,0.5690674505914106,1.762361376298715,3.014,3.0151825263285006,2.9633214211357544,0.6289232413131003,0.647379301646769,0.800737703477134,0.02052,0.02682427112882345,0.03186349578649392,0.420833333
2024-01-01 13:00:00,0.6159600000000001,0.5873737896974632,1.8190548050801445,3.0139,3.0146818420582258,2.9628293486292394,0.5543480993977316,0.6110609364204441,0.7558158403724669,0.01811,0.023422314861606622,0.027822445848334633,0.420833333
2024-01-01 14:00:00,0.5955400000000001,0.5905617845177948,1.8289277980502288,3.014,3.0144156587407043,2.962567743661755,0.3954847470590794,0.5269024651577872,0.6517209753751058,0.01661,0.0207628652896891,0.024663390386129285,0.420833333
2024-01-01 15:00:00,0.83189,0.6847735020818646,2.120694779375774,3.0136,3.014097235092005,2.962254796896195,0.12853392080987702,0.37138403681519516,0.45936161380353724,0.02067,0.020726611764894192,0.02462032625107784,0.420833333
2024-01-01 16:00:00,1.1378300000000001,0.8616414345833401,2.668442173155659,3.0139,3.014020236829978,2.9621791230034002,0.0,0.22640007331970974,0.2800322381576469,0.02607,0.022812607736784306,0.027098198754742744,0.420833333
2024-01-01 17:00:00,1.43355,1.0849078013695068,3.3598822142993887,3.0179,3.0155348506674726,2.9636676855000994,0.0,0.13801615171610981,0.17071095119474466,0.03058,0.025844906175517622,0.030700146709337885,0.420833333
2024-01-01 18:00:00,1.09331,1.088187920647884,3.370040510156685,3.0191,3.0169266429316397,2.965035538953137,0.0,0.08413627337944948,0.10406740863294474,0.03351,0.02883726842853638,0.034254656040936214,0.420833333
