DateTime,wind_high_frequency_original_gwh,wind_kalman_filtered_gwh,wind_benchmarked_gwh
2024-01-01 00:00:00,0.038090000000000006,0.038090000000000006,0.04524561165814563
2024-01-01 01:00:00,0.03519,0.0365415704154002,0.04340629310564402
2024-01-01 02:00:00,0.04412,0.0398718614226892,0.047362214702504415
2024-01-01 03:00:00,0.041159999999999995,0.0403975367160416,0.047986643691249616
2024-01-01 04:00:00,0.04275,0.04133122020990474,0.04909572956089919
2024-01-01 05:00:00,0.04535,0.04290978546590667,0.050970845091224855
2024-01-01 06:00:00,0.04437,0.04348114130412908,0.051649536201091625
2024-01-01 07:00:00,0.04205,0.04292196545120932,0.05098531321632345
2024-01-01 08:00:00,0.03903,0.04140210792612438,0.049179934288633674
2024-01-01 09:00:00,0.034,0.03851207298827659,0.045746975546802904
2024-01-01 10:00:00,0.02981,0.035114738106182555,0.04171141517011877
2024-01-01 11:00:00,0.02422,0.030861491900426214,0.03665915142341011
2024-01-01 12:00:00,0.02052,0.02682427112882345,0.03186349578649392
2024-01-01 13:00:00,0.01811,0.023422314861606622,0.027822445848334633
2024-01-01 14:00:00,0.01661,0.0207628652896891,0.024663390386129285
2024-01-01 15:00:00,0.02067,0.020726611764894192,0.02462032625107784
2024-01-01 16:00:00,0.02607,0.022812607736784306,0.027098198754742744
2024-01-01 17:00:00,0.03058,0.025844906175517622,0.030700146709337885
2024-01-01 18:00:00,0.03351,0.02883726842853638,0.034254656040936214
2024-01-01 19:00:00,0.04194,0.03395242029393746,0.04033074359342707
2024-01-01 20:00:00,0.03857,0.0357550689424823,0.042472038965129376
2024-01-01 21:00:00,0.046009999999999995,0.039758473055250924,0.047227525124146234
2024-01-01 22:00:00,0.05119,0.04422120632042038,0.052528630302664095
2024-01-01 23:00:00,0.05261,0.047496092412394,0.05641873858153258
2024-01-02 00:00:00,0.05066,0.04873124461066899,0.05490759838139632
2024-01-02 01:00:00,0.05158,0.04984336510848981,0.056160672587358525
2024-01-02 02:00:00,0.05175,0.05058769287795341,0.05699933883847415
2024-01-02 03:00:00,0.055,0.05231020552730918,0.05894016824911873
2024-01-02 04:00:00,0.05804,0.05454704969622268,0.061460517200796864
2024-01-02 05:00:00,0.05901,0.056289332846295566,0.06342362288863992
2024-01-02 06:00:00,0.05804,0.05697277265083544,0.06419368403945486
2024-01-02 07:00:00,0.06049,0.05834585671592951,0.06574079716969439
2024-01-02 08:00:00,0.05799,0.05820693445200035,0.06558426745380064
2024-01-02 09:00:00,0.05725,0.057833358530701644,0.06516334332564613
2024-01-02 10:00:00,0.05697,0.05749631354518173,0.06478358018088666
2024-01-02 11:00:00,0.055189999999999996,0.05659595594425732,0.06376910837853152
2024-01-02 12:00:00,0.05767,0.05701525007333872,0.06424154518631701
2024-01-02 13:00:00,0.05475,0.05613092316740435,0.06324513586049658
2024-01-02 14:00:00,0.05226,0.05461976042734756,0.061542443522492926
2024-01-02 15:00:00,0.0533,0.05410454152545797,0.06096192412945316
2024-01-02 16:00:00,0.05534,0.05458684993946537,0.06150536185413809
2024-01-02 17:00:00,0.05575,0.05504093000165203,0.062016993475426205
2024-01-02 18:00:00,0.05784,0.0561336539089443,0.06324821270495144
2024-01-02 19:00:00,0.054740000000000004,0.0555895878635458,0.06263518998918943
2024-01-02 20:00:00,0.06024,0.057405053901645894,0.0646807539983065
2024-01-02 21:00:00,0.05972,0.05830878154949232,0.06569902297810702
2024-01-02 22:00:00,0.056119999999999996,0.05745430705318386,0.06473624965176808
2024-01-02 23:00:00,0.056600000000000004,0.057120795657708445,0.06436046795555476
2024-01-03 00:00:00,0.05093,0.054703982064503616,0.0593120390462772
2024-01-03 01:00:00,0.047240000000000004,0.05179013151760855,0.05615273672695665
2024-01-03 02:00:00,0.04529,0.04925255685387131,0.05340140635102613
2024-01-03 03:00:00,0.043429999999999996,0.04697949934564579,0.05093687505742973
2024-01-03 04:00:00,0.04803,0.047389602408561875,0.05138152365452811
2024-01-03 05:00:00,0.05009,0.04844380577221497,0.052524529130692194
2024-01-03 06:00:00,0.047979999999999995,0.048262741470165155,0.0523282126552224
2024-01-03 07:00:00,0.04707,0.04779710927074262,0.05182335735673996
2024-01-03 08:00:00,0.05037,0.048801535459573026,0.052912392616746545
2024-01-03 09:00:00,0.05021,0.049351383400784335,0.05350855767325351
2024-01-03 10:00:00,0.04814,0.04887847361156316,0.052995811748275334
2024-01-03 11:00:00,0.04711,0.0481880823759345,0.052247264560676986
2024-01-03 12:00:00,0.04995,0.04887591423138373,0.05299303677556937
2024-01-03 13:00:00,0.05219,0.050169694219851846,0.05439579990719715
2024-01-03 14:00:00,0.053399999999999996,0.051430767489157585,0.05576310122908415
2024-01-03 15:00:00,0.05751,0.0538040281459138,0.058336276406250206
2024-01-03 16:00:00,0.0528,0.05341206740206607,0.057911298368704574
2024-01-03 17:00:00,0.04739,0.05106112332941091,0.05536231964045553
2024-01-03 18:00:00,0.046490000000000004,0.04927661070622649,0.0534274864091181
2024-01-03 19:00:00,0.04865,0.049031989278515466,0.053162258995602854
2024-01-03 20:00:00,0.04944,0.04919127185096305,0.05333495893077874
2024-01-03 21:00:00,0.05298,0.05067034662548721,0.05493862538188824
2024-01-03 22:00:00,0.05331,0.0517008361634399,0.056055919469177186
