DateTime,solar_high_frequency_original_gwh,solar_kalman_filtered_gwh,solar_benchmarked_gwh
2024-01-01 00:00:00,0.0,0.0,0.0
2024-01-01 01:00:00,0.0,0.0,0.0
2024-01-01 02:00:00,0.0,0.0,0.0
2024-01-01 03:00:00,0.0,0.0,0.0
2024-01-01 04:00:00,0.0,0.0,0.0
2024-01-01 05:00:00,0.0,0.0,0.0
2024-01-01 06:00:00,0.0,0.0,0.0
2024-01-01 07:00:00,0.033550131329349635,0.01310871487499657,0.016214052901970297
2024-01-01 08:00:00,0.22643406719541653,0.09641473238212589,0.11925452542681128
2024-01-01 09:00:00,0.5460283019094478,0.2719591769420907,0.3363838884409722
2024-01-01 10:00:00,0.9038543541403525,0.518654364423827,0.6415189728968692
2024-01-01 11:00:00,0.8786596543234862,0.6591984618031863,0.8153567176108943
2024-01-01 12:00:00,0.6289232413131003,0.647379301646769,0.800737703477134
2024-01-01 13:00:00,0.5543480993977316,0.6110609364204441,0.7558158403724669
2024-01-01 14:00:00,0.3954847470590794,0.5269024651577872,0.6517209753751058
2024-01-01 15:00:00,0.12853392080987702,0.37138403681519516,0.45936161380353724
2024-01-01 16:00:00,0.0,0.22640007331970974,0.2800322381576469
2024-01-01 17:00:00,0.0,0.13801615171610981,0.17071095119474466
2024-01-01 18:00:00,0.0,0.08413627337944948,0.10406740863294474
2024-01-01 19:00:00,0.0,0.051290464596944384,0.06344071972514456
2024-01-01 20:00:00,0.0,0.03126727223763816,0.03867421108749266
2024-01-01 21:00:00,0.0,0.01906089799980718,0.023576255298482434
2024-01-01 22:00:00,0.0,0.011619748275988849,0.01437236335148457
2024-01-01 23:00:00,0.0,0.007083535624353189,0.008761562246297911
2024-01-02 00:00:00,0.0,0.004318206879527484,0.0061334761887462605
2024-01-02 01:00:00,0.0,0.0026324298547471406,0.0037390394400008743
2024-01-02 02:00:00,0.0,0.0016047602936906213,0.0022793625513083146
2024-01-02 03:00:00,0.0,0.0009782808060651482,0.0013895263004547523
2024-01-02 04:00:00,0.0,0.0005963715199578631,0.000847071624717578
2024-01-02 05:00:00,0.0,0.00036355511384047437,0.00051638485516041
2024-01-02 06:00:00,0.0,0.0002216274861833019,0.0003147942993934831
2024-01-02 07:00:00,0.02433646964198919,0.009635777385893598,0.013686424204600669
2024-01-02 08:00:00,0.10340828638625771,0.04624345868430914,0.06568308574333935
2024-01-02 09:00:00,0.22109710498517587,0.11450425948705922,0.16263906956462226
2024-01-02 10:00:00,0.36418959843940063,0.21197847032659817,0.3010890715864255
2024-01-02 11:00:00,0.44471188526248867,0.30283485000853433,0.4301392669387666
2024-01-02 12:00:00,0.39652762144353676,0.33941140270208003,0.48209171416307234
2024-01-02 13:00:00,0.21125567047785535,0.2893809166690017,0.4110296267373614
2024-01-02 14:00:00,0.09898070140790571,0.21505091874390886,0.30545310270732173
2024-01-02 15:00:00,0.02958545465391432,0.14264738946175234,0.20261288795552337
2024-01-02 16:00:00,0.0,0.08695953139829332,0.12351520668095639
2024-01-02 17:00:00,0.0,0.05301155618440764,0.07529632707662852
2024-01-02 18:00:00,0.0,0.03231647001662387,0.04590152924145779
2024-01-02 19:00:00,0.0,0.019700501352996065,0.027982113716651498
2024-01-02 20:00:00,0.0,0.01200965802761727,0.01705822662100807
2024-01-02 21:00:00,0.0,0.007321229209142797,0.010398896180616667
2024-01-02 22:00:00,0.0,0.004463107692954021,0.006339289785379427
2024-01-02 23:00:00,0.0,0.002720763100003751,0.003864505836487045
2024-01-03 00:00:00,0.0,0.0016586092820544184,0.001975041488368117
2024-01-03 01:00:00,0.0,0.0010111077846186906,0.0012040085904742744
2024-01-03 02:00:00,0.0,0.0006163832333376352,0.0007339778401989998
2024-01-03 03:00:00,0.0,0.0003757544903909888,0.00044744154997347526
2024-01-03 04:00:00,0.0,0.0002290643700420895,0.00027276564724131947
2024-01-03 05:00:00,0.0,0.0001396403422037126,0.00016628115631949357
2024-01-03 06:00:00,0.0,8.512639991626383e-05,0.00010136695447754106
2024-01-03 07:00:00,0.039714612143478066,0.015556010133172855,0.018523811327304025
2024-01-03 08:00:00,0.3279956825672487,0.13752877246379805,0.16376673783224852
2024-01-03 09:00:00,0.6211533170159289,0.3263300894359904,0.3885878805288231
2024-01-03 10:00:00,0.8871139067698663,0.5452534762698372,0.6492778311091935
2024-01-03 11:00:00,0.9285038183083858,0.6948698886748976,0.8274383087080963
2024-01-03 12:00:00,0.8021110253831942,0.7367355633438119,0.8772911856359338
2024-01-03 13:00:00,0.6879365306729663,0.7176849966614347,0.8546061205143799
2024-01-03 14:00:00,0.33046428352048335,0.5665185982156612,0.6745999479890576
2024-01-03 15:00:00,0.08482394473707615,0.3784706879520464,0.45067594817185525
2024-01-03 16:00:00,0.0,0.2307201961177436,0.2747373745385934
2024-01-03 17:00:00,0.0,0.14064975331287674,0.16748314453998
2024-01-03 18:00:00,0.0,0.08574174883622904,0.10209970067636158
2024-01-03 19:00:00,0.0,0.05226918156863861,0.06224118198183357
2024-01-03 20:00:00,0.0,0.031863909693207834,0.037942958782763936
2024-01-03 21:00:00,0.0,0.019424615241079024,0.023130475279385304
2024-01-03 22:00:00,0.0,0.011841474599219966,0.014100610595852995
2024-01-03 23:00:00,0.0,0.007218702607165903,0.008595898561283934
2024-01-04 00:00:00,0.0,0.004400606266903315,0.00562340479848284
2024-01-04 01:00:00,0.0,0.0026826614933665558,0.0034280939033244522
2024-01-04 02:00:00,0.0,0.001635382093171435,0.0020898064839971766
2024-01-04 03:00:00,0.0,0.0009969482162691735,0.0012739706856691963
2024-01-04 04:00:00,0.0,0.0006077513934342049,0.0007766275587585143
2024-01-04 05:00:00,0.0,0.0003704924189577878,0.00047344132153746105
2024-01-04 06:00:00,0.0,0.00022585654922081748,0.00028861541470077295
2024-01-04 07:00:00,0.023324490552560508,0.009243290774210013,0.011811728325797698
2024-01-04 08:00:00,0.133964134820567,0.05793283698333007,0.0740306616231386
2024-01-04 09:00:00,0.3159088973318194,0.1586436476519611,0.20272603258428698
2024-01-04 10:00:00,0.5948739876170233,0.3289428262532099,0.42034632398060184
2024-01-04 11:00:00,0.935721116786365,0.5658219128365554,0.723047113681196
2024-01-04 12:00:00,0.9988376058142234,0.7348661311764659,0.9390637284185489
2024-01-04 13:00:00,0.904285696891344,0.8010055310231955,1.0235813143848567
2024-01-04 14:00:00,0.5111309453400409,0.6878419123643644,0.878972867824706
2024-01-04 15:00:00,0.1234057418620513,0.46749268993963156,0.5973951034051767
2024-01-04 16:00:00,0.0,0.284989058703932,0.3641791023850327
2024-01-04 17:00:00,0.0,0.17373269214421555,0.22200787696114704
2024-01-04 18:00:00,0.0,0.10590949862055295,0.13533862077754805
2024-01-04 19:00:00,0.0,0.0645636797520286,0.08250401978833612
2024-01-04 20:00:00,0.0,0.039358780821511404,0.0502954237462082
2024-01-04 21:00:00,0.0,0.02399357709637206,0.03066068364063234
2024-01-04 22:00:00,0.0,0.014626767645325731,0.018691114445214558
2024-01-04 23:00:00,0.0,0.008916650105610834,0.01139432386110042
2024-01-05 00:00:00,0.0,0.005435695092298645,0.007386599936631381
2024-01-05 01:00:00,0.0,0.0033136638520611197,0.004502958459596316
2024-01-05 02:00:00,0.0,0.0020200485748388735,0.00274505659746033
2024-01-05 03:00:00,0.0,0.0012314454413263455,0.0016734188846894264
2024-01-05 04:00:00,0.0,0.0007507036681454039,0.001020135893090879
2024-01-05 05:00:00,0.0,0.0004576378120008134,0.0006218868747650514
2024-01-05 06:00:00,0.0,0.0002789814088564262,0.0003791095751304867
2024-01-05 07:00:00,0.022593203128686075,0.008990190331916396,0.012216825669659767
2024-01-05 08:00:00,0.0896534779966217,0.0404801862677235,0.055008777395118245
2024-01-05 09:00:00,0.13130995125870742,0.07593905501983249,0.10319405512499692
2024-01-05 10:00:00,0.16203706020723313,0.10955070056423619,0.14886912972587524
2024-01-05 11:00:00,0.17074497727868082,0.1334402242970469,0.18133275240790303
2024-01-05 12:00:00,0.18195551243529445,0.15238002046117474,0.20707015944973123
2024-01-05 13:00:00,0.135785806067401,0.1459018349204372,0.1982669127458285
2024-01-05 14:00:00,0.0861419628509822,0.12257228583964888,0.1665642431082428
2024-01-05 15:00:00,0.03877086531497071,0.08985719985522717,0.12210750888085822
2024-01-05 16:00:00,0.0,0.05477800905896336,0.07443817789136237
2024-01-05 17:00:00,0.0,0.0333933205274404,0.04537839137470712
2024-01-05 18:00:00,0.0,0.020356962127777545,0.02766320270172865
2024-01-05 19:00:00,0.0,0.012409844260059082,0.01686381470418235
2024-01-05 20:00:00,0.0,0.007565187457355387,0.010280380382681632
2024-01-05 21:00:00,0.0,0.00461182751899054,0.006267041156851328
2024-01-05 22:00:00,0.0,0.0028114244603733283,0.003820462220233853
2024-01-05 23:00:00,0.0,0.0017138775168494488,0.0023289988386748428
2024-01-06 00:00:00,0.0,0.0010447999525379312,0.0013694246680932473
2024-01-06 01:00:00,0.0,0.0006369223763608965,0.000834817432495545
2024-01-06 02:00:00,0.0,0.00038827539427408586,0.0005089145550217288
