DateTime,storage_high_frequency_original_gwh,storage_kalman_filtered_gwh,storage_benchmarked_gwh
2024-01-01 00:00:00,0.34343,0.34343,0.4985387126143038
2024-01-01 01:00:00,0.33355,0.3381546605876393,0.49088078838158744
2024-01-01 02:00:00,0.33206,0.33547640210137725,0.48699290573362586
2024-01-01 03:00:00,0.36643,0.34810822754491016,0.5053298419202942
2024-01-01 04:00:00,0.32461,0.3387818727646539,0.4917912782958781
2024-01-01 05:00:00,0.30583000000000005,0.3258384709901452,0.47300204364103354
2024-01-01 06:00:00,0.33637999999999996,0.3299631828067627,0.47898966417203404
2024-01-01 07:00:00,0.31948,0.3258671912576595,0.473043735296371
2024-01-01 08:00:00,0.37357999999999997,0.3444995949413695,0.5000913856046924
2024-01-01 09:00:00,0.32771,0.3379443654773922,0.49057551437077973
2024-01-01 10:00:00,0.32046,0.3311183775998314,0.48066659782650584
2024-01-01 11:00:00,0.29733,0.31792757967293195,0.4615182315893341
2024-01-01 12:00:00,0.401,0.35035826802244685,0.5085961036999909
2024-01-01 13:00:00,0.39937999999999996,0.369495816747463,0.536377045679326
2024-01-01 14:00:00,0.38036,0.37373706925665473,0.5425338420157108
2024-01-01 15:00:00,0.61461,0.46777104897460076,0.6790378725039744
2024-01-01 16:00:00,0.9187000000000001,0.6438084121719225,0.9345817691362122
2024-01-01 17:00:00,1.21515,0.8668534375865717,1.2583641405808847
2024-01-01 18:00:00,0.87588,0.8703773011241828,1.2634795422390657
2024-01-01 19:00:00,0.80998,0.846798907120951,1.2292520659210853
2024-01-01 20:00:00,0.62358,0.7596568788581931,1.102752707726651
2024-01-01 21:00:00,0.5332,0.6712507847459341,0.9744183736673534
2024-01-01 22:00:00,0.40908,0.5689024031258668,0.8258447766868163
2024-01-01 23:00:00,0.37038,0.4914015988654548,0.7133410606964865
2024-01-02 00:00:00,0.38817999999999997,0.4511051043510258,0.7419305308831494
2024-01-02 01:00:00,0.31473,0.39786587240108795,0.6543682061755756
