Date,hourly_daily_sum_gwh,daily_reference_gwh,difference_gwh,relative_difference_pct
2026-01-01,17.817699942,18.0,0.18230005799999915,1.0127780999999954
2026-01-02,16.76560009,17.3,0.5343999100000012,3.089016820809255
2026-01-03,16.534200003,16.9,0.3657999969999999,2.1644970236686385
2026-01-04,16.69860009,17.7,1.00139991,5.657626610169491
2026-01-05,22.843999989,25.3,2.4560000110000004,9.707509924901188
2026-01-06,27.350799919,28.9,1.5492000809999986,5.3605539134948055
2026-01-07,23.420299856,25.5,2.0797001440000003,8.155686839215686
2026-01-08,23.280199938,25.7,2.419800062,9.415564443579767
2026-01-09,23.210400135,25.0,1.7895998649999996,7.158399459999998
2026-01-10,19.438700062,20.4,0.9612999379999998,4.712254598039215
2026-01-11,16.124299976,17.3,1.175700024000001,6.795953895953763
2026-01-12,23.222799917,25.6,2.3772000830000017,9.285937824218756
2026-01-13,26.009400015,29.4,3.390599984999998,11.532653010204076
2026-01-14,24.210799982,26.8,2.5892000179999997,9.661194097014922
2026-01-15,23.645100027,26.1,2.454899973,9.405747022988505
2026-01-16,23.545899831,25.2,1.6541001689999995,6.563889559523807
2026-01-17,18.103600088,19.4,1.2963999119999983,6.682473773195868
2026-01-18,17.066500052000002,17.5,0.4334999479999979,2.477142559999988
2026-01-19,19.553599904,20.1,0.5464000960000028,2.718408437810959
2026-01-20,22.05339995,23.2,1.14660005,4.942241594827586
2026-01-21,22.667000113,25.1,2.432999887000001,9.693226641434267
2026-01-22,25.291299432000002,27.0,1.7087005679999976,6.328520622222213
2026-01-23,24.525200125,26.2,1.674799874999998,6.392365935114497
2026-01-24,18.98369988,19.9,0.9163001199999989,4.6045232160803975
2026-01-25,16.474000051,17.1,0.6259999490000006,3.6608184152046817
2026-01-26,21.702500054999998,22.8,1.0974999450000027,4.813596250000011
2026-01-27,22.463799856,23.8,1.3362001439999993,5.614286319327728
2026-01-28,23.880299914000002,25.0,1.1197000859999982,4.478800343999993
2026-01-29,24.773099598,25.8,1.026900401999999,3.980234116279066
2026-01-30,21.747499804,23.0,1.2525001959999997,5.445653026086955
2026-01-31,18.36210003,19.1,0.7378999700000008,3.863350628272255
2026-02-01,16.116499989,18.0,1.8835000109999989,10.463888949999994
2026-02-02,18.640299793,21.1,2.459700207000001,11.657346952606638
2026-02-03,19.747400016,22.5,2.7525999839999997,12.233777706666665
2026-02-04,23.676649832,26.4,2.7233501679999996,10.315720333333331
2026-02-05,23.879849966,24.0,0.12015003400000168,0.5006251416666736
2026-02-06,21.707700126,24.5,2.792299874000001,11.397142342857148
2026-02-07,17.489799915,19.6,2.1102000850000024,10.766326964285726
2026-02-08,16.086199941,17.6,1.5138000590000011,8.601136698863641
2026-02-09,21.130799917,23.5,2.369200082999999,10.08170248085106
2026-02-10,22.73379998,26.1,3.366200020000001,12.89731808429119
2026-02-11,27.926500235,32.0,4.073499765000001,12.729686765625004
2026-02-12,27.650300162,31.9,4.249699837999998,13.321943065830716
2026-02-13,28.855000111,33.1,4.2449998890000025,12.824773078549857
2026-02-14,26.719999808,31.4,4.680000191999998,14.904459210191076
2026-02-15,26.871599906,30.9,4.028400093999998,13.03689350809061
2026-02-16,32.775899894,38.3,5.524100105999999,14.423237874673628
2026-02-17,34.32510009,39.2,4.8748999100000034,12.435969158163275
2026-02-18,33.354700185,38.5,5.145299815000001,13.364415103896107
2026-02-19,33.763099967,38.2,4.436900033000001,11.614921552356021
2026-02-20,30.357600088,34.7,4.342399912000001,12.514120783861674
2026-02-21,26.504900261,30.7,4.195099739,13.664819996742668
2026-02-22,26.147999868,29.4,3.252000131999999,11.061224938775508
2026-02-23,28.280699818000002,33.4,5.119300181999996,15.327246053892205
2026-02-24,34.036500113,39.4,5.363499886999996,13.612943875634508
2026-02-25,34.184899772,39.0,4.815100227999999,12.346410841025637
2026-02-26,31.40480004,36.0,4.595199959999999,12.76444433333333
2026-02-27,30.954599601,35.4,4.445400398999997,12.557628245762704
2026-02-28,28.697199942,32.1,3.4028000580000004,10.60062323364486
2026-03-01,26.44810033,26.6,0.15189967000000237,0.5710513909774525
2026-03-02,27.940100211,28.7,0.7598997889999985,2.6477344564459884
2026-03-03,30.277999869,30.7,0.4220001310000008,1.3745932605863218
2026-03-04,29.701499990000002,29.8,0.09850000999999864,0.33053694630872027
2026-03-05,28.519100331,29.0,0.48089966899999936,1.6582747206896529
2026-03-06,27.859499991,28.9,1.0405000089999987,3.60034605190311
2026-03-07,26.126400015,26.9,0.773599984999997,2.875836375464673
2026-03-08,23.986900139,25.0,1.0130998610000006,4.052399444000002
2026-03-09,25.676299549,26.3,0.6237004510000013,2.3714846045627422
2026-03-10,26.368499748,26.3,-0.0684997480000007,-0.26045531558935625
2026-03-11,25.666000233,25.9,0.23399976700000025,0.9034740038610048
2026-03-12,26.850999991000002,27.1,0.24900000899999952,0.9188192214022123
2026-03-13,24.92310003,25.1,0.1768999700000009,0.7047807569721151
2026-03-14,25.727200062,26.5,0.7727999379999986,2.91622618113207
2026-03-15,25.507900015,26.0,0.4920999849999994,1.8926922499999979
2026-03-16,27.242099964,27.9,0.6579000359999974,2.358064645161281
2026-03-17,27.468400138,28.3,0.8315998620000009,2.938515413427565
2026-03-18,26.576700064,27.2,0.6232999359999987,2.2915438823529364
2026-03-19,25.955099968,27.1,1.1449000320000025,4.224723365313662
2026-03-20,25.51350005,26.2,0.6864999499999982,2.6202288167938863
2026-03-21,23.353999868,23.9,0.5460001319999996,2.284519380753137
2026-03-22,22.337000113,22.9,0.5629998870000001,2.458514790393014
2026-03-23,24.825700245,25.6,0.7742997550000013,3.024608417968755
2026-03-24,23.277799856,24.2,0.9222001439999978,3.810744396694206
