DateTime,water_high_frequency_original_gwh,water_kalman_filtered_gwh,water_benchmarked_gwh
2026-01-01 00:00:00,1.247330024,1.247330024,1.8712672065778073
2026-01-01 01:00:00,1.2544499999999998,1.2511316727862207,1.8769705092865547
2026-01-01 02:00:00,1.250550012,1.2508760657816271,1.8765870430055671
2026-01-01 03:00:00,1.219749975,1.238173847875302,1.8575309444898853
2026-01-01 04:00:00,1.281899975,1.255528577033155,1.8835668250726252
2026-01-01 05:00:00,1.15365,1.2155109621263074,1.8235316707671891
2026-01-01 06:00:00,1.203279975,1.2107251955566178,1.81635197664624
2026-01-01 07:00:00,1.2630300119999998,1.2311617452265597,1.8470112604581725
2026-01-01 08:00:00,1.2787800120000001,1.2497572291778953,1.8749085439669821
2026-01-01 09:00:00,1.040959975,1.1682356726803058,1.752608421010013
2026-01-01 10:00:00,0.893980012,1.0611648260100717,1.5919787878740999
2026-01-01 11:00:00,0.889269987,0.9940580204418137,1.4913039366463752
2026-01-01 12:00:00,0.938699975,0.9724467623095312,1.4588823338165628
2026-01-01 13:00:00,0.9427800240000002,0.960865191707927,1.4415074507860495
2026-01-01 14:00:00,1.068300012,1.0028065130706634,1.5044285845329508
2026-01-01 15:00:00,1.1833699869999998,1.0732963850246218,1.6101787735329
2026-01-01 16:00:00,1.542020012,1.2562805805911268,1.8846949944986684
2026-01-01 17:00:00,1.570739975,1.3790418237984177,2.068863646124524
2026-01-01 18:00:00,1.477869975,1.4176231687842653,2.126744082150717
2026-01-01 19:00:00,1.4353799999999999,1.424555226258036,2.137143680953912
2026-01-01 20:00:00,1.2368499750000002,1.3512773103271387,2.027210817630281
2026-01-01 21:00:00,1.2246199999999998,1.3018317904858168,1.9530317487303421
2026-01-01 22:00:00,1.3005700240000002,1.301339211734409,1.9522927731212962
2026-01-01 23:00:00,0.992480024,1.1807642283787123,1.7714039883202821
2026-01-02 00:00:00,0.9570999869999999,1.0934483470626406,1.541063032468481
2026-01-02 01:00:00,0.920540012,1.0259469728178021,1.4459292542987279
2026-01-02 02:00:00,0.8203999750000001,0.9457038496656389,1.3328377570809538
2026-01-02 03:00:00,0.826349975,0.8991095049895986,1.2671695229158635
2026-01-02 04:00:00,0.8530199749999999,0.8811166961905106,1.2418111668809995
2026-01-02 05:00:00,1.016500024,0.9339687502776083,1.316298770216308
2026-01-02 06:00:00,1.38476,1.1099523362760297,1.5643231048197137
2026-01-02 07:00:00,1.510220024,1.2662121196864993,1.7845494889212492
2026-01-02 08:00:00,1.445980012,1.3363913841602157,1.8834573801049537
2026-01-02 09:00:00,1.1036000000000001,1.2455123739769538,1.7553760826234837
2026-01-02 10:00:00,1.084200024,1.182537935515125,1.666622389442926
2026-01-02 11:00:00,1.02193,1.1198384921493594,1.5782562635194695
2026-01-02 12:00:00,1.031030012,1.085168709154732,1.5293940369129264
2026-01-02 13:00:00,1.2182,1.1371025557574863,1.6025875547854342
2026-01-02 14:00:00,1.180780024,1.1541537241051028,1.6266187998565862
2026-01-02 15:00:00,1.688819975,1.3628811211048224,1.9207909719978034
2026-01-02 16:00:00,2.167300012,1.6769167665433036,2.363380441690329
2026-01-02 17:00:00,2.2192999999999996,1.8886567824994667,2.6617984803300967
2026-01-02 18:00:00,2.2638999870000003,2.0351473028682685,2.868256449884738
2026-01-02 19:00:00,1.863300012,1.968060147761038,2.7737064558525923
2026-01-02 20:00:00,1.5785000240000002,1.8159804710067369,2.5593713494295147
2026-01-02 21:00:00,1.390470024,1.6498662121560088,2.3252564557827897
2026-01-02 22:00:00,1.2427700120000003,1.4909406580466584,2.1012730394555263
2026-01-02 23:00:00,0.9249600000000001,1.2699884859046204,1.7898717507285333
2026-01-03 00:00:00,0.844280024,1.1037969243737003,1.556775753068821
2026-01-03 01:00:00,0.809139975,0.9887663273466576,1.3945386237940323
2026-01-03 02:00:00,0.7878200120000001,0.9103192563583717,1.283898255699941
2026-01-03 03:00:00,0.8664800120000001,0.8932049325235646,1.2597605146101902
2026-01-03 04:00:00,0.884170012,0.8896778061342955,1.2547859176353535
2026-01-03 05:00:00,1.0107199749999998,0.936931240949476,1.3214313303422527
2026-01-03 06:00:00,1.02904,0.9728894138943951,1.3721461045268863
2026-01-03 07:00:00,1.118800024,1.02985119480166,1.4524839976754509
2026-01-03 08:00:00,1.209000024,1.099788784338179,1.5511227429141279
2026-01-03 09:00:00,1.209870024,1.142763201696029,1.6117331047186063
2026-01-03 10:00:00,1.010169975,1.0910003701693831,1.538727718264398
