Date,hourly_daily_sum_gwh,daily_reference_gwh,difference_gwh,relative_difference_pct
2026-01-01,28.890609941999998,43.5,14.609390058000002,33.58480473103449
2026-01-02,31.713930089999998,44.5,12.786069910000002,28.73274137078652
2026-01-03,29.162960003,41.2,12.037039997000004,29.216116497572823
2026-01-04,40.85962009,45.599999999999994,4.740379909999994,10.395569978070164
2026-01-05,136.968109989,165.60000000000002,28.631890011000024,17.289788653985518
2026-01-06,133.467429919,159.4,25.932570080999994,16.268864542659973
2026-01-07,100.504459856,121.2,20.695540144000006,17.075528171617165
2026-01-08,115.736559938,142.4,26.663440062000006,18.72432588623596
2026-01-09,87.888630135,104.7,16.811369865000003,16.056704742120345
2026-01-10,55.751960062,67.5,11.748039937999998,17.404503611851847
2026-01-11,34.080899976,42.2,8.119100024000005,19.239573516587686
2026-01-12,115.176289917,136.9,21.723710083,15.86830539298758
2026-01-13,112.374150015,131.2,18.82584998499999,14.348971025152432
2026-01-14,91.68638998200001,111.7,20.013610017999994,17.917287393017002
2026-01-15,89.70723002700001,105.4,15.692769972999997,14.888776065464892
2026-01-16,89.867439831,109.3,19.432560169,17.77910353979872
2026-01-17,41.187980088,49.099999999999994,7.912019911999991,16.114093507128295
2026-01-18,31.988710052000002,38.5,6.511289947999998,16.912441423376617
2026-01-19,73.587959904,85.9,12.312040096000004,14.332991962747386
2026-01-20,87.17998995,103.2,16.020010049999996,15.523265552325578
2026-01-21,108.205610113,127.5,19.294389886999994,15.13285481333333
2026-01-22,112.538509432,133.4,20.861490568000008,15.6382987766117
2026-01-23,110.15848012500001,132.1,21.941519874999983,16.609780374716113
2026-01-24,49.413699879999996,56.9,7.486300120000003,13.156942214411252
2026-01-25,30.555390051,36.2,5.644609949000003,15.592845162983432
2026-01-26,89.251070055,105.6,16.348929944999995,15.481941235795452
2026-01-27,80.655769856,93.7,13.044230143999997,13.921270164354318
2026-01-28,89.271499914,105.4,16.128500086000003,15.302182244781784
2026-01-29,100.168679598,117.8,17.631320402,14.967165027164686
2026-01-30,72.349609804,84.0,11.650390196000004,13.869512138095242
2026-01-31,34.44061003,41.6,7.159389969999999,17.21007204326923
2026-02-01,24.855279989,32.2,7.344720011000003,22.809689475155288
2026-02-02,66.164499793,78.7,12.535500206999998,15.92820864930114
2026-02-03,68.250100016,77.7,9.449899983999998,12.162033441441439
2026-02-04,90.031989832,101.69999999999999,11.668010167999995,11.472969683382495
2026-02-05,79.537949966,87.6,8.062050033999995,9.203253463470315
2026-02-06,86.193350126,96.5,10.306649874000001,10.680466190673577
2026-02-07,34.776999915,43.1,8.323000085000004,19.310905069605578
2026-02-08,29.655119941,36.1,6.444880059000003,17.85285334903048
2026-02-09,96.707989917,112.5,15.792010082999994,14.037342295999993
2026-02-10,84.16974998,97.5,13.330250019999994,13.672051302564098
2026-02-11,79.034380235,91.0,11.965619765,13.149032708791209
2026-02-12,64.032060162,76.1,12.067939838000001,15.858002415243103
2026-02-13,70.162740111,88.7,18.537259888999998,20.89882738331454
2026-02-14,63.892549808,77.1,13.207450191999996,17.1302855927367
2026-02-15,49.496329906,59.8,10.303670093999997,17.23021754849498
2026-02-16,82.287659894,93.4,11.112340106000005,11.897580413276236
2026-02-17,89.39344009,100.30000000000001,10.906559910000013,10.873938095712873
2026-02-18,95.036450185,106.2,11.163549814999996,10.51181715160075
2026-02-19,98.161569967,112.3,14.138430032999992,12.589875363312549
2026-02-20,75.539240088,86.30000000000001,10.760759912000012,12.46901496176131
2026-02-21,46.996390261,58.2,11.203609739000001,19.25018855498282
2026-02-22,37.448039868,53.8,16.351960131999995,30.39397794052044
2026-02-23,69.703309818,87.8,18.096690182000003,20.61126444419135
2026-02-24,98.986400113,121.6,22.613599886999992,18.596710433388154
2026-02-25,91.962049772,114.7,22.737950228000003,19.823845011333916
2026-02-26,72.92716004,95.1,22.17283995999999,23.315289127234482
2026-02-27,76.104689601,99.6,23.49531039899999,23.589669075301195
2026-02-28,53.994629942,66.2,12.205370058,18.43711489123867
2026-03-01,44.42467033,48.0,3.575329670000002,7.448603479166671
2026-03-02,80.662560211,88.5,7.837439789000001,8.855864168361585
2026-03-03,97.19900986900001,111.4,14.200990130999998,12.747746975763013
2026-03-04,88.65788999,98.39999999999999,9.74211000999999,9.90051830284552
2026-03-05,82.41363033100001,91.5,9.086369668999993,9.9304586546448
2026-03-06,87.074029991,99.0,11.925970008999997,12.04643435252525
2026-03-07,70.257410015,79.9,9.642589985,12.06832288485607
2026-03-08,50.234130139,57.7,7.465869861000002,12.939115876949742
2026-03-09,75.44967954900001,83.6,8.150320450999985,9.74918714234448
2026-03-10,73.842489748,79.8,5.957510251999992,7.465551694235578
2026-03-11,69.519000233,76.0,6.480999767,8.527631272368422
2026-03-12,73.192169991,79.0,5.807830009,7.351683555696202
2026-03-13,69.02568003,73.1,4.074319969999991,5.573625129958948
2026-03-14,60.304400062,63.2,2.8955999380000037,4.581645471518993
2026-03-15,50.575700015,53.1,2.524299984999999,4.753860612052729
2026-03-16,77.349589964,81.0,3.6504100359999967,4.506679056790119
2026-03-17,71.101120138,75.7,4.598879862000004,6.075138523117574
2026-03-18,66.895450064,72.1,5.204549935999992,7.218515861303734
2026-03-19,73.217019968,80.80000000000001,7.582980032000009,9.384876277227733
2026-03-20,71.40280005,78.5,7.097199950000004,9.041019044585992
2026-03-21,47.171969868,50.8,3.6280301319999992,7.141791598425195
2026-03-22,40.691640113,44.0,3.3083598870000017,7.518999743181822
2026-03-23,89.101990245,96.5,7.398009755000004,7.666331352331611
2026-03-24,55.829639856,61.7,5.870360144000003,9.514360038897896
